,soil_type,Seedling Stage,MOI,temp,humidity,result
14366,Sandy Soil,Flowering,20,36,47.0,1
14367,Sandy Soil,Flowering,21,37,44.0,1
14368,Sandy Soil,Flowering,22,38,41.0,1
14369,Sandy Soil,Flowering,23,39,38.0,1
14370,Sandy Soil,Flowering,24,40,35.0,1
14371,Sandy Soil,Flowering,25,41,32.0,1
14372,Sandy Soil,Flowering,26,42,29.0,1
14373,Sandy Soil,Flowering,27,43,26.0,1
14374,Sandy Soil,Flowering,28,44,23.0,1
14375,Sandy Soil,Flowering,29,45,20.0,1
14376,Sandy Soil,Flowering,30,46,17.0,1
14377,Sandy Soil,Flowering,31,25,80.0,1
14378,Sandy Soil,Flowering,32,26,77.0,1
14379,Sandy Soil,Flowering,33,27,74.0,1
14380,Sandy Soil,Flowering,34,28,71.0,1
14381,Sandy Soil,Flowering,35,29,68.0,1
14382,Sandy Soil,Flowering,36,30,65.0,1
14383,Sandy Soil,Flowering,37,31,62.0,1
14384,Sandy Soil,Flowering,38,32,59.0,1
14385,Sandy Soil,Flowering,39,33,56.0,1
14386,Sandy Soil,Flowering,40,34,53.0,1
14387,Sandy Soil,Flowering,41,35,50.0,1
14388,Sandy Soil,Flowering,42,36,47.0,1
14389,Sandy Soil,Flowering,43,37,44.0,1
14390,Sandy Soil,Flowering,44,38,41.0,1
14391,Sandy Soil,Flowering,45,39,38.0,1
14392,Sandy Soil,Flowering,46,40,35.0,1
14393,Sandy Soil,Flowering,47,41,32.0,1
14394,Sandy Soil,Flowering,48,42,29.0,1
14395,Sandy Soil,Flowering,49,43,26.0,1
14396,Sandy Soil,Flowering,50,44,23.0,1
14397,Sandy Soil,Flowering,51,45,20.0,1
14398,Sandy Soil,Flowering,52,46,17.0,1
14399,Sandy Soil,Flowering,53,25,80.0,1
14400,Sandy Soil,Flowering,54,26,77.0,1
14401,Sandy Soil,Flowering,55,27,74.0,1
14402,Sandy Soil,Flowering,56,28,71.0,1
14403,Sandy Soil,Flowering,57,29,68.0,1
14404,Sandy Soil,Flowering,58,30,65.0,1
14405,Sandy Soil,Flowering,59,31,62.0,1
14406,Sandy Soil,Flowering,60,32,59.0,1
14407,Sandy Soil,Flowering,61,33,56.0,1
14408,Sandy Soil,Flowering,62,34,53.0,1
14409,Sandy Soil,Flowering,63,35,50.0,1
14410,Sandy Soil,Flowering,64,36,47.0,1
14411,Sandy Soil,Flowering,65,37,44.0,1
14412,Sandy Soil,Flowering,66,38,41.0,1
14413,Sandy Soil,Flowering,67,39,38.0,1
14414,Sandy Soil,Flowering,68,40,35.0,1
14415,Sandy Soil,Flowering,69,41,32.0,1
14416,Sandy Soil,Flowering,70,42,29.0,1
14417,Sandy Soil,Flowering,71,43,26.0,1
14418,Sandy Soil,Flowering,72,44,23.0,1
14419,Sandy Soil,Flowering,73,45,20.0,1
14420,Sandy Soil,Flowering,74,46,17.0,1
14421,Sandy Soil,Flowering,75,25,80.0,1
14422,Sandy Soil,Flowering,76,26,77.0,1
14423,Sandy Soil,Flowering,77,27,74.0,1
14424,Sandy Soil,Flowering,78,28,71.0,1
14425,Sandy Soil,Flowering,79,29,68.0,1
14426,Sandy Soil,Flowering,80,30,65.0,1
14437,Sandy Soil,Flowering,91,41,32.0,0
14438,Sandy Soil,Flowering,92,42,29.0,0
14439,Sandy Soil,Flowering,93,43,26.0,0
14440,Sandy Soil,Flowering,94,44,23.0,0
14441,Sandy Soil,Flowering,95,45,20.0,0
14442,Sandy Soil,Flowering,96,46,17.0,0
14443,Sandy Soil,Flowering,97,25,81.0,0
14444,Sandy Soil,Flowering,98,26,79.0,0
14445,Sandy Soil,Flowering,99,27,76.0,0
14446,Sandy Soil,Flowering,100,28,73.0,0
14447,Chalky Soil,Germination,1,25,80.0,1
14448,Chalky Soil,Germination,2,26,77.0,1
14449,Chalky Soil,Germination,3,27,74.0,1
14450,Chalky Soil,Germination,4,28,71.0,1
14451,Chalky Soil,Germination,5,29,68.0,1
14452,Chalky Soil,Germination,6,30,65.0,1
14453,Chalky Soil,Germination,7,31,62.0,1
14454,Chalky Soil,Germination,8,32,59.0,1
14455,Chalky Soil,Germination,9,33,56.0,1
14456,Chalky Soil,Germination,10,34,53.0,1
14457,Chalky Soil,Germination,11,35,50.0,1
14458,Chalky Soil,Germination,12,36,47.0,1
14459,Chalky Soil,Germination,13,37,44.0,1
14460,Chalky Soil,Germination,14,38,41.0,1
14461,Chalky Soil,Germination,15,39,38.0,1
14462,Chalky Soil,Germination,16,40,35.0,1
14463,Chalky Soil,Germination,17,41,32.0,1
14464,Chalky Soil,Germination,18,42,29.0,1
14465,Chalky Soil,Germination,19,43,26.0,1
14466,Chalky Soil,Germination,20,44,23.0,1
14467,Chalky Soil,Germination,21,45,20.0,1
14468,Chalky Soil,Germination,22,46,17.0,1
14469,Chalky Soil,Germination,23,25,80.0,1
14470,Chalky Soil,Germination,24,26,77.5,1
14471,Chalky Soil,Germination,25,27,75.0,1
14472,Chalky Soil,Germination,26,28,72.5,1
14473,Chalky Soil,Germination,27,29,70.0,1
14474,Chalky Soil,Germination,28,30,67.5,1
14475,Chalky Soil,Germination,29,31,65.0,1
14476,Chalky Soil,Germination,30,32,62.5,1
14477,Chalky Soil,Germination,31,33,60.0,1
14478,Chalky Soil,Germination,32,34,57.5,1
14479,Chalky Soil,Germination,33,35,55.0,1
14480,Chalky Soil,Germination,34,36,52.5,1
14481,Chalky Soil,Germination,35,37,50.0,1
14482,Chalky Soil,Germination,36,38,47.5,1
14483,Chalky Soil,Germination,37,39,45.0,1
14484,Chalky Soil,Germination,38,40,42.5,1
14485,Chalky Soil,Germination,39,41,40.0,1
14486,Chalky Soil,Germination,40,42,37.5,1
14487,Chalky Soil,Germination,41,43,35.0,1
14488,Chalky Soil,Germination,42,44,32.5,1
14489,Chalky Soil,Germination,43,45,30.0,1
14490,Chalky Soil,Germination,44,46,27.5,1
14491,Chalky Soil,Germination,45,25,80.0,1
14492,Chalky Soil,Germination,46,26,77.3,1
14493,Chalky Soil,Germination,47,27,74.6,1
14494,Chalky Soil,Germination,48,28,71.9,1
14495,Chalky Soil,Germination,49,29,69.2,1
14496,Chalky Soil,Germination,50,30,66.5,1
14497,Chalky Soil,Germination,51,31,63.8,1
14498,Chalky Soil,Germination,52,32,61.1,1
14499,Chalky Soil,Germination,53,33,58.4,1
14500,Chalky Soil,Germination,54,34,55.7,1
14501,Chalky Soil,Germination,55,35,53.0,1
14502,Chalky Soil,Germination,56,36,50.3,1
14503,Chalky Soil,Germination,57,37,47.6,1
14504,Chalky Soil,Germination,58,38,44.9,1
14505,Chalky Soil,Germination,59,39,42.2,1
14506,Chalky Soil,Germination,60,40,39.5,1
14507,Chalky Soil,Germination,61,41,36.8,1
14508,Chalky Soil,Germination,62,42,34.1,1
14509,Chalky Soil,Germination,63,43,31.4,1
14510,Chalky Soil,Germination,64,44,28.7,1
14511,Chalky Soil,Germination,65,45,26.0,1
14512,Chalky Soil,Germination,66,46,23.3,1
14513,Chalky Soil,Germination,67,25,80.0,1
14514,Chalky Soil,Germination,68,26,78.0,1
14515,Chalky Soil,Germination,69,27,76.0,1
14527,Chalky Soil,Germination,81,39,52.0,0
14528,Chalky Soil,Germination,82,40,50.0,0
14529,Chalky Soil,Germination,83,41,48.0,0
14530,Chalky Soil,Germination,84,42,46.0,0
14531,Chalky Soil,Germination,85,43,44.0,0
14532,Chalky Soil,Germination,86,44,42.0,0
14533,Chalky Soil,Germination,87,45,40.0,0
14534,Chalky Soil,Germination,88,46,38.0,0
14535,Chalky Soil,Germination,89,25,80.0,0
14536,Chalky Soil,Germination,90,26,78.0,0
14537,Chalky Soil,Germination,91,27,76.0,0
14538,Chalky Soil,Germination,92,28,74.0,0
14539,Chalky Soil,Germination,93,29,72.0,0
14540,Chalky Soil,Germination,94,30,70.0,0
14541,Chalky Soil,Germination,95,31,68.0,0
14542,Chalky Soil,Germination,96,32,66.0,0
14543,Chalky Soil,Germination,97,33,64.0,0
14544,Chalky Soil,Germination,98,34,62.0,0
14545,Chalky Soil,Germination,99,35,60.0,0
14546,Chalky Soil,Germination,100,36,58.0,0
14547,Chalky Soil,Seedling Stage,1,37,56.0,1
14548,Chalky Soil,Seedling Stage,2,38,54.0,1
14549,Chalky Soil,Seedling Stage,3,39,52.0,1
14550,Chalky Soil,Seedling Stage,4,40,50.0,1
14551,Chalky Soil,Seedling Stage,5,41,48.0,1
14552,Chalky Soil,Seedling Stage,6,42,46.0,1
14553,Chalky Soil,Seedling Stage,7,43,44.0,1
14554,Chalky Soil,Seedling Stage,8,44,42.0,1
14555,Chalky Soil,Seedling Stage,9,45,40.0,1
14556,Chalky Soil,Seedling Stage,10,46,38.0,1
14557,Chalky Soil,Seedling Stage,11,25,80.0,1
14558,Chalky Soil,Seedling Stage,12,26,77.0,1
14559,Chalky Soil,Seedling Stage,13,27,74.0,1
14560,Chalky Soil,Seedling Stage,14,28,71.0,1
14561,Chalky Soil,Seedling Stage,15,29,68.0,1
14562,Chalky Soil,Seedling Stage,16,30,65.0,1
14563,Chalky Soil,Seedling Stage,17,31,62.0,1
14564,Chalky Soil,Seedling Stage,18,32,59.0,1
14565,Chalky Soil,Seedling Stage,19,33,56.0,1
14566,Chalky Soil,Seedling Stage,20,34,53.0,1
14567,Chalky Soil,Seedling Stage,21,35,50.0,1
14568,Chalky Soil,Seedling Stage,22,36,47.0,1
14569,Chalky Soil,Seedling Stage,23,37,44.0,1
14570,Chalky Soil,Seedling Stage,24,38,41.0,1
14571,Chalky Soil,Seedling Stage,25,39,38.0,1
14572,Chalky Soil,Seedling Stage,26,40,35.0,1
14573,Chalky Soil,Seedling Stage,27,41,32.0,1
14574,Chalky Soil,Seedling Stage,28,42,29.0,1
14575,Chalky Soil,Seedling Stage,29,43,26.0,1
14576,Chalky Soil,Seedling Stage,30,44,23.0,1
14577,Chalky Soil,Seedling Stage,31,45,20.0,1
14578,Chalky Soil,Seedling Stage,32,46,17.0,1
14579,Chalky Soil,Seedling Stage,33,25,80.0,1
14580,Chalky Soil,Seedling Stage,34,26,77.0,1
14581,Chalky Soil,Seedling Stage,35,27,74.0,1
14582,Chalky Soil,Seedling Stage,36,28,71.0,1
14583,Chalky Soil,Seedling Stage,37,29,68.0,1
14584,Chalky Soil,Seedling Stage,38,30,65.0,1
14585,Chalky Soil,Seedling Stage,39,31,62.0,1
14586,Chalky Soil,Seedling Stage,40,32,59.0,1
14587,Chalky Soil,Seedling Stage,41,33,56.0,1
14588,Chalky Soil,Seedling Stage,42,34,53.0,1
14589,Chalky Soil,Seedling Stage,43,35,50.0,1
14590,Chalky Soil,Seedling Stage,44,36,47.0,1
14591,Chalky Soil,Seedling Stage,45,37,44.0,1
14592,Chalky Soil,Seedling Stage,46,38,41.0,1
14593,Chalky Soil,Seedling Stage,47,39,38.0,1
14594,Chalky Soil,Seedling Stage,48,40,35.0,1
14595,Chalky Soil,Seedling Stage,49,41,32.0,1
14596,Chalky Soil,Seedling Stage,50,42,29.0,1
14597,Chalky Soil,Seedling Stage,51,43,26.0,1
14598,Chalky Soil,Seedling Stage,52,44,23.0,1
14599,Chalky Soil,Seedling Stage,53,45,20.0,1
14600,Chalky Soil,Seedling Stage,54,46,17.0,1
14601,Chalky Soil,Seedling Stage,55,25,80.0,1
14602,Chalky Soil,Seedling Stage,56,26,77.0,1
14603,Chalky Soil,Seedling Stage,57,27,74.0,1
14604,Chalky Soil,Seedling Stage,58,28,71.0,1
14605,Chalky Soil,Seedling Stage,59,29,68.0,1
14606,Chalky Soil,Seedling Stage,60,30,65.0,1
14607,Chalky Soil,Seedling Stage,61,31,62.0,1
14608,Chalky Soil,Seedling Stage,62,32,59.0,1
14609,Chalky Soil,Seedling Stage,63,33,56.0,1
14610,Chalky Soil,Seedling Stage,64,34,53.0,1
14611,Chalky Soil,Seedling Stage,65,35,50.0,1
14612,Chalky Soil,Seedling Stage,66,36,47.0,1
14613,Chalky Soil,Seedling Stage,67,37,44.0,1
14614,Chalky Soil,Seedling Stage,68,38,41.0,1
14615,Chalky Soil,Seedling Stage,69,39,38.0,1
14627,Chalky Soil,Seedling Stage,81,29,69.2,0
14628,Chalky Soil,Seedling Stage,82,30,66.5,0
14629,Chalky Soil,Seedling Stage,83,31,63.8,0
14630,Chalky Soil,Seedling Stage,84,32,61.1,0
14631,Chalky Soil,Seedling Stage,85,33,58.4,0
14632,Chalky Soil,Seedling Stage,86,34,55.7,0
14633,Chalky Soil,Seedling Stage,87,35,53.0,0
14634,Chalky Soil,Seedling Stage,88,36,50.3,0
14635,Chalky Soil,Seedling Stage,89,37,47.6,0
14636,Chalky Soil,Seedling Stage,90,38,44.9,0
14637,Chalky Soil,Seedling Stage,91,39,42.2,0
14638,Chalky Soil,Seedling Stage,92,40,39.5,0
14639,Chalky Soil,Seedling Stage,93,41,36.8,0
14640,Chalky Soil,Seedling Stage,94,42,34.1,0
14641,Chalky Soil,Seedling Stage,95,43,31.4,0
14642,Chalky Soil,Seedling Stage,96,44,28.7,0
14643,Chalky Soil,Seedling Stage,97,45,26.0,0
14644,Chalky Soil,Seedling Stage,98,46,23.3,0
14645,Chalky Soil,Seedling Stage,99,25,80.0,0
14646,Chalky Soil,Seedling Stage,100,26,77.0,0
14647,Chalky Soil,Vegetative Growth / Root or Tuber Development,1,27,74.0,1
14648,Chalky Soil,Vegetative Growth / Root or Tuber Development,2,28,71.0,1
14649,Chalky Soil,Vegetative Growth / Root or Tuber Development,3,29,68.0,1
14650,Chalky Soil,Vegetative Growth / Root or Tuber Development,4,30,65.0,1
14651,Chalky Soil,Vegetative Growth / Root or Tuber Development,5,31,62.0,1
14652,Chalky Soil,Vegetative Growth / Root or Tuber Development,6,32,59.0,1
14653,Chalky Soil,Vegetative Growth / Root or Tuber Development,7,33,56.0,1
14654,Chalky Soil,Vegetative Growth / Root or Tuber Development,8,34,53.0,1
14655,Chalky Soil,Vegetative Growth / Root or Tuber Development,9,35,50.0,1
14656,Chalky Soil,Vegetative Growth / Root or Tuber Development,10,36,47.0,1
14657,Chalky Soil,Vegetative Growth / Root or Tuber Development,11,37,44.0,1
14658,Chalky Soil,Vegetative Growth / Root or Tuber Development,12,38,41.0,1
14659,Chalky Soil,Vegetative Growth / Root or Tuber Development,13,39,38.0,1
14660,Chalky Soil,Vegetative Growth / Root or Tuber Development,14,40,35.0,1
14661,Chalky Soil,Vegetative Growth / Root or Tuber Development,15,41,32.0,1
14662,Chalky Soil,Vegetative Growth / Root or Tuber Development,16,42,29.0,1
14663,Chalky Soil,Vegetative Growth / Root or Tuber Development,17,43,26.0,1
14664,Chalky Soil,Vegetative Growth / Root or Tuber Development,18,44,23.0,1
14665,Chalky Soil,Vegetative Growth / Root or Tuber Development,19,45,20.0,1
14666,Chalky Soil,Vegetative Growth / Root or Tuber Development,20,46,17.0,1
14667,Chalky Soil,Vegetative Growth / Root or Tuber Development,21,25,80.0,1
14668,Chalky Soil,Vegetative Growth / Root or Tuber Development,22,26,77.5,1
14669,Chalky Soil,Vegetative Growth / Root or Tuber Development,23,27,75.0,1
14670,Chalky Soil,Vegetative Growth / Root or Tuber Development,24,28,72.5,1
14671,Chalky Soil,Vegetative Growth / Root or Tuber Development,25,29,70.0,1
14672,Chalky Soil,Vegetative Growth / Root or Tuber Development,26,30,67.5,1
14673,Chalky Soil,Vegetative Growth / Root or Tuber Development,27,31,65.0,1
14674,Chalky Soil,Vegetative Growth / Root or Tuber Development,28,32,62.5,1
14675,Chalky Soil,Vegetative Growth / Root or Tuber Development,29,33,60.0,1
14676,Chalky Soil,Vegetative Growth / Root or Tuber Development,30,34,57.5,1
14677,Chalky Soil,Vegetative Growth / Root or Tuber Development,31,35,55.0,1
14678,Chalky Soil,Vegetative Growth / Root or Tuber Development,32,36,52.5,1
14679,Chalky Soil,Vegetative Growth / Root or Tuber Development,33,37,50.0,1
14680,Chalky Soil,Vegetative Growth / Root or Tuber Development,34,38,47.5,1
14681,Chalky Soil,Vegetative Growth / Root or Tuber Development,35,39,45.0,1
14682,Chalky Soil,Vegetative Growth / Root or Tuber Development,36,40,42.5,1
14683,Chalky Soil,Vegetative Growth / Root or Tuber Development,37,41,40.0,1
14684,Chalky Soil,Vegetative Growth / Root or Tuber Development,38,42,37.5,1
14685,Chalky Soil,Vegetative Growth / Root or Tuber Development,39,43,35.0,1
14686,Chalky Soil,Vegetative Growth / Root or Tuber Development,40,44,32.5,1
14687,Chalky Soil,Vegetative Growth / Root or Tuber Development,41,45,30.0,1
14688,Chalky Soil,Vegetative Growth / Root or Tuber Development,42,46,27.5,1
14689,Chalky Soil,Vegetative Growth / Root or Tuber Development,43,25,80.0,1
14690,Chalky Soil,Vegetative Growth / Root or Tuber Development,44,26,77.3,1
14691,Chalky Soil,Vegetative Growth / Root or Tuber Development,45,27,74.6,1
14692,Chalky Soil,Vegetative Growth / Root or Tuber Development,46,28,71.9,1
14693,Chalky Soil,Vegetative Growth / Root or Tuber Development,47,29,69.2,1
14694,Chalky Soil,Vegetative Growth / Root or Tuber Development,48,30,66.5,1
14695,Chalky Soil,Vegetative Growth / Root or Tuber Development,49,31,63.8,1
14696,Chalky Soil,Vegetative Growth / Root or Tuber Development,50,32,61.1,1
14697,Chalky Soil,Vegetative Growth / Root or Tuber Development,51,33,58.4,1
14698,Chalky Soil,Vegetative Growth / Root or Tuber Development,52,34,55.7,1
14699,Chalky Soil,Vegetative Growth / Root or Tuber Development,53,35,53.0,1
14700,Chalky Soil,Vegetative Growth / Root or Tuber Development,54,36,50.3,1
14701,Chalky Soil,Vegetative Growth / Root or Tuber Development,55,37,47.6,1
14702,Chalky Soil,Vegetative Growth / Root or Tuber Development,56,38,44.9,1
14703,Chalky Soil,Vegetative Growth / Root or Tuber Development,57,39,42.2,1
14704,Chalky Soil,Vegetative Growth / Root or Tuber Development,58,40,39.5,1
14705,Chalky Soil,Vegetative Growth / Root or Tuber Development,59,41,36.8,1
14706,Chalky Soil,Vegetative Growth / Root or Tuber Development,60,42,34.1,1
14707,Chalky Soil,Vegetative Growth / Root or Tuber Development,61,43,31.4,1
14708,Chalky Soil,Vegetative Growth / Root or Tuber Development,62,44,28.7,1
14709,Chalky Soil,Vegetative Growth / Root or Tuber Development,63,45,26.0,1
14710,Chalky Soil,Vegetative Growth / Root or Tuber Development,64,46,23.3,1
14711,Chalky Soil,Vegetative Growth / Root or Tuber Development,65,25,80.0,1
14712,Chalky Soil,Vegetative Growth / Root or Tuber Development,66,26,77.0,1
14713,Chalky Soil,Vegetative Growth / Root or Tuber Development,67,27,74.0,1
14714,Chalky Soil,Vegetative Growth / Root or Tuber Development,68,28,71.0,1
14715,Chalky Soil,Vegetative Growth / Root or Tuber Development,69,29,68.0,1
14716,Chalky Soil,Vegetative Growth / Root or Tuber Development,70,30,65.0,1
14717,Chalky Soil,Vegetative Growth / Root or Tuber Development,71,31,62.0,1
14718,Chalky Soil,Vegetative Growth / Root or Tuber Development,72,32,59.0,1
14719,Chalky Soil,Vegetative Growth / Root or Tuber Development,73,33,56.0,1
14720,Chalky Soil,Vegetative Growth / Root or Tuber Development,74,34,53.0,1
14721,Chalky Soil,Vegetative Growth / Root or Tuber Development,75,35,50.0,1
14722,Chalky Soil,Vegetative Growth / Root or Tuber Development,76,36,47.0,1
14723,Chalky Soil,Vegetative Growth / Root or Tuber Development,77,37,44.0,1
14724,Chalky Soil,Vegetative Growth / Root or Tuber Development,78,38,41.0,1
14725,Chalky Soil,Vegetative Growth / Root or Tuber Development,79,39,38.0,1
14726,Chalky Soil,Vegetative Growth / Root or Tuber Development,80,40,35.0,1
14737,Chalky Soil,Vegetative Growth / Root or Tuber Development,91,29,68.0,0
14738,Chalky Soil,Vegetative Growth / Root or Tuber Development,92,30,65.0,0
14739,Chalky Soil,Vegetative Growth / Root or Tuber Development,93,31,62.0,0
14740,Chalky Soil,Vegetative Growth / Root or Tuber Development,94,32,59.0,0
14741,Chalky Soil,Vegetative Growth / Root or Tuber Development,95,33,56.0,0
14742,Chalky Soil,Vegetative Growth / Root or Tuber Development,96,34,53.0,0
14743,Chalky Soil,Vegetative Growth / Root or Tuber Development,97,35,50.0,0
14744,Chalky Soil,Vegetative Growth / Root or Tuber Development,98,36,47.0,0
14745,Chalky Soil,Vegetative Growth / Root or Tuber Development,99,37,44.0,0
14746,Chalky Soil,Vegetative Growth / Root or Tuber Development,100,38,41.0,0
14747,Chalky Soil,Flowering,1,39,38.0,1
14748,Chalky Soil,Flowering,2,40,35.0,1
14749,Chalky Soil,Flowering,3,41,32.0,1
14750,Chalky Soil,Flowering,4,42,29.0,1
14751,Chalky Soil,Flowering,5,43,26.0,1
14752,Chalky Soil,Flowering,6,44,23.0,1
14753,Chalky Soil,Flowering,7,45,20.0,1
14754,Chalky Soil,Flowering,8,46,17.0,1
14755,Chalky Soil,Flowering,9,25,80.0,1
14756,Chalky Soil,Flowering,10,26,77.0,1
14757,Chalky Soil,Flowering,11,27,74.0,1
14758,Chalky Soil,Flowering,12,28,71.0,1
14759,Chalky Soil,Flowering,13,29,68.0,1
14760,Chalky Soil,Flowering,14,30,65.0,1
14761,Chalky Soil,Flowering,15,31,62.0,1
14762,Chalky Soil,Flowering,16,32,59.0,1
14763,Chalky Soil,Flowering,17,33,56.0,1
14764,Chalky Soil,Flowering,18,34,53.0,1
14765,Chalky Soil,Flowering,19,35,50.0,1
14766,Chalky Soil,Flowering,20,36,47.0,1
14767,Chalky Soil,Flowering,21,37,44.0,1
14768,Chalky Soil,Flowering,22,38,41.0,1
14769,Chalky Soil,Flowering,23,39,38.0,1
14770,Chalky Soil,Flowering,24,40,35.0,1
14771,Chalky Soil,Flowering,25,41,32.0,1
14772,Chalky Soil,Flowering,26,42,29.0,1
14773,Chalky Soil,Flowering,27,43,26.0,1
14774,Chalky Soil,Flowering,28,44,23.0,1
14775,Chalky Soil,Flowering,29,45,20.0,1
14776,Chalky Soil,Flowering,30,46,17.0,1
14777,Chalky Soil,Flowering,31,25,80.0,1
14778,Chalky Soil,Flowering,32,26,77.0,1
14779,Chalky Soil,Flowering,33,27,74.0,1
14780,Chalky Soil,Flowering,34,28,71.0,1
14781,Chalky Soil,Flowering,35,29,68.0,1
14782,Chalky Soil,Flowering,36,30,65.0,1
14783,Chalky Soil,Flowering,37,31,62.0,1
14784,Chalky Soil,Flowering,38,32,59.0,1
14785,Chalky Soil,Flowering,39,33,56.0,1
14786,Chalky Soil,Flowering,40,34,53.0,1
14787,Chalky Soil,Flowering,41,35,50.0,1
14788,Chalky Soil,Flowering,42,36,47.0,1
14789,Chalky Soil,Flowering,43,37,44.0,1
14790,Chalky Soil,Flowering,44,38,41.0,1
14791,Chalky Soil,Flowering,45,39,38.0,1
14792,Chalky Soil,Flowering,46,40,35.0,1
14793,Chalky Soil,Flowering,47,41,32.0,1
14794,Chalky Soil,Flowering,48,42,29.0,1
14795,Chalky Soil,Flowering,49,43,26.0,1
14796,Chalky Soil,Flowering,50,44,23.0,1
14797,Chalky Soil,Flowering,51,45,20.0,1
14798,Chalky Soil,Flowering,52,46,17.0,1
14799,Chalky Soil,Flowering,53,25,80.0,1
